loan_amount,interest_rate,term_months,annual_income,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,mort_acc,sub_grade,purpose,home_ownership,employment_length,verification_status,default
13000,24.49,60,75000.0,33.76,0.0,0.0,13.0,0.0,68.0,0.0,E3,credit_card,RENT,4 years,Source Verified,1
18000,19.19,60,45000.0,14.72,0.0,0.0,8.0,0.0,22.7,0.0,E3,debt_consolidation,RENT,2 years,Source Verified,1
12000,24.49,60,50000.0,2.26,0.0,1.0,12.0,1.0,12.6,0.0,E3,debt_consolidation,MORTGAGE,4 years,Not Verified,1
14700,19.99,60,67000.0,38.15,8.0,1.0,22.0,0.0,56.9,2.0,E3,debt_consolidation,OWN,< 1 year,Not Verified,0
16000,21.6,60,42200.0,26.87,0.0,3.0,15.0,0.0,79.7,0.0,E3,debt_consolidation,RENT,10+ years,Verified,1
7025,24.85,36,22000.0,11.29,2.0,0.0,9.0,0.0,20.4,1.0,E3,debt_consolidation,OWN,3 years,Source Verified,0
10000,19.19,60,100000.0,19.4,6.0,0.0,10.0,0.0,0.0,4.0,E3,debt_consolidation,MORTGAGE,7 years,Verified,1
21100,19.19,36,125000.0,9.6,1.0,0.0,7.0,0.0,34.6,0.0,E3,small_business,RENT,5 years,Verified,0
20000,19.99,60,60000.0,38.45,0.0,2.0,12.0,0.0,78.1,3.0,E3,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
1000,21.18,36,70000.0,22.3,0.0,2.0,11.0,0.0,36.7,1.0,E3,home_improvement,MORTGAGE,6 years,Source Verified,0
5500,22.4,36,26000.0,24.19,0.0,3.0,9.0,0.0,37.9,0.0,E3,debt_consolidation,RENT,Unknown,Verified,0
15000,22.4,36,116000.0,12.05,0.0,0.0,12.0,0.0,79.8,0.0,E3,debt_consolidation,RENT,4 years,Not Verified,0
3450,24.74,36,14292.0,29.22,0.0,1.0,8.0,0.0,24.1,0.0,E3,credit_card,RENT,Unknown,Verified,1
17750,20.2,60,121272.0,17.94,1.0,1.0,11.0,0.0,64.8,4.0,E3,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
3750,21.18,36,31000.0,31.48,0.0,0.0,14.0,0.0,66.2,1.0,E3,debt_consolidation,MORTGAGE,2 years,Source Verified,1
9600,24.85,36,42500.0,2.6,0.0,1.0,5.0,1.0,11.3,0.0,E3,major_purchase,RENT,2 years,Source Verified,0
30700,24.74,60,99000.0,20.32,0.0,0.0,8.0,1.0,71.9,2.0,E3,debt_consolidation,RENT,2 years,Verified,0
32000,20.2,60,73000.0,26.65,3.0,0.0,10.0,0.0,62.4,0.0,E3,debt_consolidation,OWN,10+ years,Verified,0
16000,17.19,60,118527.0,4.38,1.0,2.0,6.0,0.0,28.2,0.0,E3,debt_consolidation,MORTGAGE,10+ years,Verified,1
20000,24.49,60,88090.0,25.71,0.0,0.0,15.0,0.0,52.4,0.0,E3,other,OWN,8 years,Verified,1
30000,24.74,60,36000.0,28.4,0.0,1.0,14.0,0.0,63.5,4.0,E3,debt_consolidation,MORTGAGE,3 years,Verified,0
12000,24.85,60,49000.0,20.4,0.0,0.0,4.0,0.0,45.7,0.0,E3,other,MORTGAGE,10+ years,Verified,0
35000,21.18,60,121000.0,7.28,1.0,1.0,11.0,0.0,63.3,5.0,E3,home_improvement,MORTGAGE,10+ years,Source Verified,1
30000,19.19,60,84000.0,37.86,0.0,0.0,14.0,0.0,37.6,2.0,E3,debt_consolidation,RENT,10+ years,Source Verified,1
25000,19.89,60,130000.0,28.81,1.0,1.0,17.0,0.0,74.9,0.0,E3,debt_consolidation,OWN,10+ years,Source Verified,0
12000,22.4,60,65000.0,26.33,0.0,0.0,15.0,0.0,75.3,5.0,E3,home_improvement,MORTGAGE,1 year,Source Verified,0
18300,19.19,60,70000.0,34.73,0.0,0.0,15.0,1.0,49.7,3.0,E3,debt_consolidation,MORTGAGE,4 years,Verified,0
19200,19.19,60,75000.0,21.58,0.0,0.0,10.0,0.0,62.1,2.0,E3,debt_consolidation,OWN,10+ years,Not Verified,1
16875,20.2,60,38563.0,26.36,0.0,1.0,10.0,1.0,45.5,2.0,E3,debt_consolidation,MORTGAGE,3 years,Source Verified,1
18000,21.18,60,41000.0,9.95,0.0,1.0,8.0,0.0,0.3,0.0,E3,major_purchase,RENT,10+ years,Verified,0
16000,24.74,60,47840.0,22.55,0.0,0.0,7.0,0.0,71.6,2.0,E3,debt_consolidation,RENT,10+ years,Not Verified,1
18000,21.18,60,56000.0,23.9,3.0,1.0,10.0,0.0,84.9,1.0,E3,debt_consolidation,RENT,9 years,Source Verified,0
10000,19.89,60,140000.0,35.82,0.0,2.0,28.0,1.0,81.3,1.0,E3,credit_card,RENT,1 year,Source Verified,0
17000,19.19,60,65500.0,39.06,0.0,1.0,10.0,0.0,87.6,0.0,E3,other,RENT,10+ years,Verified,1
25000,17.14,60,105000.0,9.61,0.0,1.0,9.0,0.0,64.3,0.0,E3,debt_consolidation,RENT,1 year,Verified,0
19650,19.19,60,60000.0,29.8,0.0,2.0,16.0,1.0,4.1,0.0,E3,debt_consolidation,RENT,4 years,Verified,0
35000,19.19,60,170000.0,6.76,3.0,3.0,29.0,0.0,42.7,5.0,E3,debt_consolidation,MORTGAGE,3 years,Source Verified,0
22175,21.18,60,50333.93,37.34,0.0,0.0,11.0,0.0,80.3,0.0,E3,debt_consolidation,RENT,10+ years,Source Verified,0
16000,19.52,60,95000.0,36.53,0.0,0.0,17.0,0.0,80.7,4.0,E3,debt_consolidation,MORTGAGE,10+ years,Source Verified,1
14975,24.74,36,160000.0,9.58,0.0,5.0,19.0,1.0,27.0,0.0,E3,debt_consolidation,MORTGAGE,1 year,Source Verified,1
23550,21.18,60,65582.0,16.58,0.0,0.0,12.0,0.0,70.1,2.0,E3,credit_card,MORTGAGE,4 years,Source Verified,1
2000,21.49,36,17595.0,30.14,0.0,2.0,14.0,0.0,23.7,2.0,E3,debt_consolidation,MORTGAGE,5 years,Verified,0
35000,19.52,60,100000.0,38.88,0.0,0.0,17.0,0.0,64.7,5.0,E3,debt_consolidation,MORTGAGE,5 years,Verified,0
8000,19.52,36,25000.0,19.83,0.0,0.0,6.0,0.0,100.2,4.0,E3,debt_consolidation,MORTGAGE,Unknown,Verified,0
16000,21.49,60,54000.0,30.11,0.0,2.0,12.0,0.0,53.7,3.0,E3,credit_card,MORTGAGE,10+ years,Verified,0
16425,22.4,60,85500.0,30.02,0.0,2.0,7.0,0.0,87.8,6.0,E3,debt_consolidation,OWN,10+ years,Verified,0
2250,21.49,36,25000.0,14.98,0.0,0.0,9.0,0.0,51.3,0.0,E3,debt_consolidation,RENT,2 years,Source Verified,0
4500,19.52,36,30000.0,8.48,1.0,0.0,10.0,0.0,36.3,0.0,E3,other,RENT,10+ years,Verified,0
10000,19.19,60,40000.0,3.93,0.0,1.0,3.0,0.0,64.2,0.0,E3,other,RENT,6 years,Verified,0
6000,24.74,36,56000.0,1.89,0.0,2.0,3.0,0.0,30.0,0.0,E3,small_business,RENT,2 years,Verified,0
35000,19.19,60,183300.0,17.04,0.0,0.0,18.0,0.0,62.1,3.0,E3,other,MORTGAGE,10+ years,Verified,0
12000,18.99,60,60000.0,12.2,0.0,0.0,12.0,0.0,37.5,1.0,E3,debt_consolidation,MORTGAGE,< 1 year,Source Verified,1
23775,24.74,36,110000.0,10.26,0.0,1.0,10.0,1.0,50.0,0.0,E3,debt_consolidation,RENT,2 years,Source Verified,0
6400,24.74,36,31500.0,16.15,0.0,0.0,9.0,1.0,50.4,2.0,E3,debt_consolidation,OWN,8 years,Verified,1
7500,24.85,36,25000.0,9.7,0.0,0.0,5.0,0.0,37.8,0.0,E3,other,RENT,10+ years,Verified,1
15000,21.18,60,46800.0,33.26,1.0,0.0,9.0,0.0,97.7,1.0,E3,debt_consolidation,MORTGAGE,5 years,Verified,1
13300,19.19,36,35000.0,11.56,0.0,1.0,8.0,0.0,76.5,0.0,E3,credit_card,RENT,2 years,Not Verified,0
10000,24.74,60,61000.0,16.47,0.0,0.0,12.0,0.0,73.5,0.0,E3,debt_consolidation,MORTGAGE,3 years,Source Verified,0
1500,24.85,36,45000.0,30.36,0.0,0.0,8.0,0.0,91.9,2.0,E3,other,OWN,5 years,Verified,0
6350,24.74,36,12720.0,31.13,0.0,1.0,7.0,0.0,55.8,0.0,E3,debt_consolidation,OWN,Unknown,Verified,1
16000,20.2,60,40000.0,37.29,0.0,0.0,11.0,0.0,76.3,0.0,E3,debt_consolidation,OWN,10+ years,Source Verified,1
1000,21.18,36,15000.0,8.64,0.0,1.0,4.0,0.0,24.4,0.0,E3,car,OWN,< 1 year,Not Verified,0
14000,21.18,60,41400.0,27.51,0.0,2.0,12.0,1.0,60.8,0.0,E3,credit_card,OWN,8 years,Source Verified,1
9400,19.52,36,28000.0,34.85,0.0,0.0,3.0,0.0,52.3,0.0,E3,debt_consolidation,OWN,10+ years,Source Verified,1
35000,19.19,36,103000.0,8.5,0.0,0.0,6.0,0.0,65.5,3.0,E3,debt_consolidation,MORTGAGE,10+ years,Verified,1
23500,21.49,60,52500.0,32.55,1.0,0.0,11.0,0.0,89.2,0.0,E3,debt_consolidation,RENT,7 years,Verified,1
16200,19.52,36,45000.0,38.0,0.0,1.0,15.0,0.0,62.2,0.0,E3,debt_consolidation,RENT,5 years,Verified,0
18000,19.19,60,45000.0,38.56,0.0,0.0,12.0,0.0,80.8,0.0,E3,debt_consolidation,MORTGAGE,8 years,Source Verified,0
20000,19.19,60,40000.0,29.4,0.0,2.0,7.0,0.0,67.6,0.0,E3,debt_consolidation,RENT,1 year,Verified,1
14000,19.19,60,90000.0,11.01,0.0,1.0,25.0,1.0,35.3,0.0,E3,debt_consolidation,RENT,10+ years,Verified,1
5600,19.52,36,62000.0,35.75,0.0,2.0,20.0,1.0,16.9,1.0,E3,moving,RENT,10+ years,Verified,0
18250,17.14,60,49000.0,22.14,0.0,1.0,6.0,0.0,89.8,0.0,E3,debt_consolidation,MORTGAGE,6 years,Verified,0
20000,19.19,60,65000.0,14.53,1.0,0.0,8.0,0.0,49.3,2.0,E3,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
35000,22.4,60,180000.0,11.97,0.0,1.0,19.0,0.0,84.0,4.0,E3,credit_card,MORTGAGE,10+ years,Verified,0
25000,24.85,60,74000.0,39.83,0.0,0.0,11.0,0.0,57.2,1.0,E3,debt_consolidation,MORTGAGE,10+ years,Not Verified,1
4875,30.84,36,46000.0,26.3,0.0,3.0,7.0,0.0,22.3,0.0,G2,debt_consolidation,OWN,10+ years,Verified,0
14875,30.84,60,57000.0,29.33,0.0,1.0,12.0,0.0,54.3,0.0,G2,debt_consolidation,OWN,6 years,Verified,0
12475,28.88,60,57928.0,31.28,1.0,1.0,15.0,1.0,14.6,1.0,G2,debt_consolidation,MORTGAGE,8 years,Verified,1
6075,25.83,36,69123.0,20.07,0.0,3.0,10.0,0.0,19.0,1.0,G2,house,RENT,10+ years,Verified,0
11200,27.31,60,35000.0,24.04,0.0,1.0,11.0,0.0,65.5,0.0,G2,other,OWN,3 years,Verified,1
14375,25.83,60,40000.0,26.07,0.0,2.0,12.0,0.0,73.7,0.0,G2,debt_consolidation,RENT,10+ years,Verified,0
24000,30.84,60,99436.0,33.19,0.0,1.0,10.0,0.0,82.0,0.0,G2,debt_consolidation,RENT,10+ years,Verified,1
32500,27.31,60,65000.0,27.87,0.0,0.0,20.0,1.0,52.7,1.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,0
11175,25.83,60,35200.0,9.05,0.0,2.0,14.0,0.0,34.2,3.0,G2,home_improvement,MORTGAGE,4 years,Source Verified,0
12600,30.84,60,50000.0,24.8,0.0,2.0,18.0,1.0,31.5,0.0,G2,credit_card,RENT,6 years,Source Verified,1
30925,24.83,60,78000.0,17.38,0.0,0.0,6.0,0.0,91.3,2.0,G2,debt_consolidation,RENT,10+ years,Verified,0
20000,25.83,60,70000.0,17.74,0.0,0.0,4.0,0.0,71.3,0.0,G2,vacation,RENT,7 years,Source Verified,1
8425,27.31,36,35000.0,4.87,0.0,0.0,3.0,0.0,63.0,0.0,G2,small_business,OWN,4 years,Verified,1
25200,25.83,60,65000.0,19.04,1.0,1.0,13.0,0.0,92.0,8.0,G2,debt_consolidation,MORTGAGE,8 years,Verified,0
13250,25.83,60,75000.0,23.23,0.0,2.0,11.0,0.0,81.6,1.0,G2,small_business,MORTGAGE,10+ years,Source Verified,1
18775,30.84,60,68000.0,15.44,0.0,2.0,7.0,1.0,33.9,0.0,G2,home_improvement,OWN,Unknown,Verified,0
5100,27.31,36,35000.0,8.95,0.0,3.0,7.0,0.0,43.5,0.0,G2,debt_consolidation,RENT,3 years,Verified,1
18500,24.83,60,104000.0,13.17,0.0,2.0,10.0,0.0,96.7,2.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,1
34525,28.88,36,140000.0,2.84,0.0,0.0,3.0,0.0,69.4,0.0,G2,debt_consolidation,OWN,8 years,Source Verified,1
25000,25.83,60,66000.0,21.07,0.0,4.0,16.0,0.0,51.7,1.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,0
35000,23.13,60,90000.0,24.12,0.0,3.0,18.0,0.0,92.5,0.0,G2,debt_consolidation,MORTGAGE,< 1 year,Verified,1
28500,27.31,60,75000.0,23.57,0.0,5.0,13.0,0.0,60.4,0.0,G2,debt_consolidation,MORTGAGE,2 years,Source Verified,1
22000,30.84,60,64200.0,24.78,0.0,1.0,15.0,0.0,59.4,0.0,G2,debt_consolidation,MORTGAGE,4 years,Verified,1
17775,25.83,60,52400.0,8.02,0.0,0.0,11.0,0.0,32.6,1.0,G2,small_business,OWN,2 years,Verified,1
15350,25.83,36,100000.0,24.19,0.0,4.0,17.0,1.0,22.2,1.0,G2,small_business,RENT,7 years,Verified,1
35000,22.48,60,110000.0,1.22,0.0,3.0,2.0,1.0,57.2,0.0,G2,small_business,MORTGAGE,8 years,Verified,1
30000,30.84,60,79200.0,16.64,1.0,2.0,10.0,0.0,73.0,4.0,G2,debt_consolidation,MORTGAGE,2 years,Verified,1
14950,25.83,60,50000.0,19.81,0.0,3.0,7.0,0.0,97.1,0.0,G2,debt_consolidation,RENT,2 years,Source Verified,0
33425,25.83,60,84000.0,19.46,0.0,1.0,9.0,0.0,88.2,4.0,G2,other,MORTGAGE,10+ years,Source Verified,0
30400,27.31,60,80000.0,17.67,0.0,1.0,15.0,0.0,64.5,5.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,0
31675,28.88,60,72000.0,29.85,0.0,2.0,17.0,0.0,77.5,0.0,G2,credit_card,RENT,2 years,Verified,1
17000,30.84,36,75000.0,24.5,1.0,3.0,12.0,0.0,36.4,5.0,G2,medical,MORTGAGE,Unknown,Not Verified,0
13200,30.84,60,59000.0,22.48,2.0,2.0,15.0,0.0,40.7,2.0,G2,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
5600,24.83,60,65000.0,14.8,0.0,2.0,6.0,0.0,51.5,0.0,G2,other,RENT,3 years,Verified,0
14625,28.88,60,35000.0,12.86,0.0,0.0,3.0,0.0,32.5,0.0,G2,debt_consolidation,OWN,7 years,Source Verified,0
28000,25.83,60,130000.0,14.38,2.0,2.0,17.0,0.0,94.8,1.0,G2,credit_card,MORTGAGE,8 years,Source Verified,0
26525,27.31,60,53072.0,17.48,0.0,0.0,6.0,0.0,94.3,0.0,G2,other,RENT,4 years,Verified,1
30000,23.13,60,65004.0,17.52,0.0,1.0,8.0,0.0,95.8,0.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,0
35000,22.48,60,145000.0,20.68,2.0,1.0,12.0,0.0,89.4,0.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,0
28000,28.14,60,104800.0,33.13,0.0,3.0,19.0,0.0,74.2,1.0,G2,debt_consolidation,MORTGAGE,5 years,Verified,1
19300,30.84,60,42000.0,16.46,0.0,0.0,8.0,1.0,38.1,0.0,G2,credit_card,RENT,7 years,Verified,1
17825,28.14,60,57000.0,10.27,0.0,1.0,6.0,0.0,84.5,0.0,G2,debt_consolidation,OWN,5 years,Source Verified,1
15650,28.14,60,43500.0,28.4,0.0,0.0,14.0,0.0,45.5,0.0,G2,debt_consolidation,RENT,3 years,Verified,1
35000,27.31,60,95000.0,22.49,0.0,3.0,15.0,0.0,21.5,0.0,G2,debt_consolidation,RENT,5 years,Verified,1
13200,25.83,60,42000.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,G2,home_improvement,MORTGAGE,1 year,Verified,1
18325,30.84,60,115000.0,22.6,0.0,2.0,15.0,0.0,33.5,1.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,0
12075,27.49,60,42000.0,25.6,0.0,3.0,13.0,1.0,50.7,0.0,G2,other,MORTGAGE,< 1 year,Source Verified,1
22500,30.84,60,35000.0,56.34,0.0,0.0,9.0,0.0,83.2,1.0,G2,credit_card,MORTGAGE,7 years,Verified,0
29000,27.31,60,58000.0,9.93,1.0,0.0,5.0,2.0,3.1,1.0,G2,home_improvement,OWN,10+ years,Not Verified,0
14275,27.31,60,42000.0,25.91,0.0,0.0,6.0,0.0,85.0,0.0,G2,debt_consolidation,RENT,8 years,Verified,1
17625,27.31,60,42000.0,15.29,0.0,4.0,12.0,2.0,31.0,0.0,G2,home_improvement,MORTGAGE,8 years,Verified,1
33950,25.83,60,85000.0,35.85,0.0,1.0,17.0,0.0,62.3,0.0,G2,other,RENT,1 year,Verified,0
20000,20.48,60,63820.0,2.44,6.0,3.0,20.0,0.0,25.5,0.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,1
25900,25.83,60,85000.0,13.93,2.0,1.0,9.0,0.0,37.0,3.0,G2,home_improvement,MORTGAGE,10+ years,Source Verified,0
30000,25.83,60,175000.0,32.97,3.0,0.0,17.0,0.0,32.7,2.0,G2,debt_consolidation,MORTGAGE,6 years,Verified,1
16000,25.83,60,82000.0,22.35,1.0,4.0,16.0,0.0,53.0,5.0,G2,debt_consolidation,MORTGAGE,10+ years,Verified,1
31025,28.88,60,90000.0,31.64,0.0,1.0,14.0,2.0,60.4,0.0,G2,debt_consolidation,RENT,6 years,Verified,1
20650,27.31,60,54366.0,9.91,0.0,0.0,12.0,0.0,40.0,0.0,G2,major_purchase,RENT,5 years,Source Verified,0
10100,25.83,36,35000.0,21.58,0.0,1.0,10.0,0.0,86.6,1.0,G2,debt_consolidation,MORTGAGE,3 years,Source Verified,0
34100,25.83,36,99000.0,20.36,4.0,0.0,12.0,0.0,78.5,1.0,G2,debt_consolidation,RENT,2 years,Verified,1
13925,25.83,60,46000.0,29.74,0.0,0.0,8.0,0.0,81.6,0.0,G2,debt_consolidation,RENT,4 years,Source Verified,0
20225,30.84,60,50000.0,33.27,0.0,0.0,15.0,1.0,71.8,1.0,G2,credit_card,MORTGAGE,10+ years,Source Verified,0
10200,25.83,60,48000.0,24.83,0.0,0.0,9.0,0.0,55.3,0.0,G2,small_business,RENT,1 year,Verified,0
27250,27.31,60,82000.0,16.67,0.0,0.0,15.0,1.0,91.3,2.0,G2,debt_consolidation,RENT,1 year,Verified,1
26575,23.43,60,70000.0,12.67,2.0,0.0,6.0,0.0,87.4,3.0,F1,debt_consolidation,RENT,10+ years,Source Verified,1
6575,23.43,36,62500.0,31.84,0.0,0.0,13.0,0.0,62.3,0.0,F1,credit_card,RENT,2 years,Verified,1
13100,25.69,60,32808.0,24.55,0.0,2.0,8.0,1.0,77.5,0.0,F1,debt_consolidation,OWN,Unknown,Verified,1
25000,28.72,60,87966.0,24.69,0.0,1.0,15.0,0.0,68.8,5.0,F1,credit_card,MORTGAGE,7 years,Verified,0
26500,23.13,60,74568.0,33.36,0.0,1.0,15.0,0.0,66.5,2.0,F1,debt_consolidation,MORTGAGE,10+ years,Verified,0
12975,21.99,60,38230.0,24.65,0.0,0.0,9.0,0.0,92.2,0.0,F1,debt_consolidation,RENT,< 1 year,Verified,0
6000,23.7,36,75000.0,15.57,0.0,3.0,13.0,0.0,40.4,1.0,F1,other,RENT,10+ years,Verified,1
16550,28.69,36,46000.0,15.68,0.0,1.0,9.0,0.0,49.3,0.0,F1,debt_consolidation,RENT,6 years,Source Verified,1
35000,23.5,60,107000.0,26.95,0.0,0.0,12.0,0.0,69.4,1.0,F1,debt_consolidation,RENT,6 years,Verified,0
21150,21.99,60,100000.0,16.52,0.0,1.0,14.0,1.0,47.8,2.0,F1,other,MORTGAGE,8 years,Source Verified,0
25000,28.72,60,40000.0,17.25,0.0,0.0,4.0,1.0,48.4,1.0,F1,debt_consolidation,MORTGAGE,10+ years,Verified,1
35000,20.89,60,100000.0,15.44,0.0,0.0,11.0,0.0,92.4,0.0,F1,credit_card,RENT,10+ years,Verified,0
35000,22.45,60,75000.0,11.36,5.0,3.0,6.0,0.0,1.8,2.0,F1,small_business,RENT,10+ years,Verified,1
12500,25.69,60,58000.0,30.93,0.0,1.0,11.0,1.0,78.6,1.0,F1,debt_consolidation,RENT,6 years,Verified,0
4075,23.43,36,37000.0,12.13,0.0,2.0,10.0,0.0,74.0,0.0,F1,other,RENT,10+ years,Not Verified,1
3600,23.7,36,68000.0,16.77,0.0,2.0,11.0,1.0,62.9,0.0,F1,home_improvement,OWN,10+ years,Source Verified,0
15950,22.99,60,52000.0,21.42,0.0,0.0,8.0,0.0,40.8,0.0,F1,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
22000,23.5,60,54000.0,20.02,1.0,3.0,11.0,1.0,60.0,1.0,F1,credit_card,MORTGAGE,6 years,Verified,1
35000,22.99,60,131000.0,17.42,0.0,0.0,8.0,0.0,45.7,0.0,F1,debt_consolidation,RENT,10+ years,Source Verified,1
21600,23.7,60,65000.0,22.47,0.0,1.0,18.0,1.0,77.4,3.0,F1,debt_consolidation,MORTGAGE,10+ years,Verified,1
9250,22.99,36,31200.0,30.38,0.0,1.0,10.0,0.0,102.2,0.0,F1,debt_consolidation,OWN,10+ years,Source Verified,1
31450,22.99,60,82864.0,31.27,0.0,1.0,21.0,0.0,92.7,0.0,F1,debt_consolidation,RENT,7 years,Verified,1
20000,18.3,36,130606.0,22.1,0.0,2.0,27.0,0.0,67.5,0.0,F1,debt_consolidation,RENT,7 years,Source Verified,0
32000,20.25,60,93996.0,4.32,0.0,1.0,9.0,0.0,41.8,0.0,F1,debt_consolidation,RENT,5 years,Verified,0
29000,21.99,60,77184.0,29.29,0.0,0.0,9.0,1.0,17.9,4.0,F1,debt_consolidation,MORTGAGE,5 years,Not Verified,0
28000,28.69,60,155000.0,17.26,1.0,1.0,15.0,2.0,40.2,0.0,F1,other,OWN,2 years,Source Verified,0
25425,21.99,60,120000.0,8.1,0.0,0.0,13.0,1.0,62.8,5.0,F1,credit_card,RENT,9 years,Source Verified,0
20000,22.95,60,102000.0,20.25,0.0,2.0,8.0,0.0,77.3,2.0,F1,debt_consolidation,MORTGAGE,10+ years,Verified,0
30000,22.95,60,135000.0,23.46,0.0,1.0,12.0,0.0,76.5,5.0,F1,other,MORTGAGE,1 year,Verified,0
7575,28.69,36,22320.0,25.04,0.0,1.0,9.0,1.0,48.7,1.0,F1,debt_consolidation,MORTGAGE,Unknown,Verified,0
35000,22.45,60,100000.0,24.06,1.0,0.0,11.0,0.0,92.5,0.0,F1,debt_consolidation,RENT,1 year,Verified,0
25000,21.99,60,75000.0,15.78,0.0,0.0,10.0,1.0,56.8,1.0,F1,other,MORTGAGE,9 years,Source Verified,0
11900,22.99,36,183000.0,12.01,0.0,4.0,6.0,0.0,7.3,2.0,F1,other,RENT,10+ years,Verified,1
25000,25.69,60,90000.0,30.52,1.0,1.0,20.0,0.0,55.3,0.0,F1,credit_card,RENT,10+ years,Verified,0
17600,21.99,60,55000.0,21.91,0.0,1.0,10.0,0.0,21.6,0.0,F1,other,RENT,9 years,Verified,1
14575,22.45,60,40550.0,39.01,0.0,1.0,20.0,0.0,47.7,2.0,F1,house,RENT,10+ years,Verified,0
4750,23.13,36,50000.0,1.74,0.0,0.0,3.0,0.0,61.7,0.0,F1,moving,RENT,7 years,Source Verified,0
23525,21.99,60,91000.0,7.79,0.0,2.0,4.0,0.0,21.2,0.0,F1,other,RENT,3 years,Source Verified,1
34275,28.72,36,76200.0,16.9,0.0,0.0,8.0,0.0,100.0,0.0,F1,credit_card,RENT,10+ years,Verified,0
24925,22.95,60,56000.0,21.88,0.0,2.0,7.0,0.0,16.0,1.0,F1,debt_consolidation,MORTGAGE,10+ years,Verified,0
22400,22.99,36,44800.0,21.89,1.0,1.0,9.0,0.0,66.5,1.0,F1,small_business,OWN,10+ years,Verified,0
23100,21.99,60,55000.0,36.79,0.0,3.0,15.0,0.0,55.7,0.0,F1,debt_consolidation,RENT,10+ years,Source Verified,0
25000,18.3,60,137496.0,13.02,0.0,0.0,8.0,0.0,93.6,0.0,F1,debt_consolidation,MORTGAGE,3 years,Source Verified,0
29975,22.99,60,60000.0,7.18,0.0,2.0,9.0,1.0,36.3,2.0,F1,medical,MORTGAGE,3 years,Source Verified,0
1500,23.43,36,42500.0,17.76,0.0,0.0,13.0,0.0,83.8,0.0,F1,vacation,RENT,10+ years,Not Verified,0
35000,23.43,60,96000.0,30.4,0.0,1.0,13.0,0.0,89.5,3.0,F1,debt_consolidation,MORTGAGE,10+ years,Verified,0
8000,22.45,60,50200.92,19.02,0.0,0.0,20.0,0.0,85.3,0.0,F1,debt_consolidation,MORTGAGE,10+ years,Verified,1
35000,21.99,60,140000.0,1.3,0.0,1.0,5.0,3.0,33.7,0.0,F1,credit_card,RENT,< 1 year,Verified,1
20000,23.43,60,112000.0,17.68,0.0,3.0,7.0,0.0,86.6,2.0,F1,house,RENT,< 1 year,Source Verified,0
14425,25.69,60,38000.0,18.51,0.0,1.0,9.0,0.0,84.4,1.0,F1,credit_card,RENT,4 years,Verified,1
19800,28.72,60,45000.0,26.35,0.0,0.0,4.0,0.0,91.5,0.0,F1,debt_consolidation,RENT,10+ years,Verified,1
23750,22.45,60,67500.0,17.39,0.0,1.0,13.0,0.0,36.4,0.0,F1,debt_consolidation,RENT,2 years,Source Verified,1
28050,23.13,60,61000.0,27.52,0.0,1.0,14.0,0.0,74.6,2.0,F1,debt_consolidation,MORTGAGE,10+ years,Source Verified,1
15250,21.99,60,61000.0,37.81,0.0,0.0,14.0,0.0,70.4,0.0,F1,debt_consolidation,RENT,5 years,Verified,1
18475,23.13,60,45000.0,21.41,0.0,2.0,9.0,1.0,44.3,2.0,F1,credit_card,OWN,Unknown,Source Verified,1
21000,21.99,60,92460.0,17.64,0.0,0.0,11.0,0.0,41.8,1.0,F1,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
3625,23.7,60,15792.0,18.24,0.0,3.0,10.0,0.0,34.0,0.0,F1,debt_consolidation,RENT,Unknown,Verified,1
30000,20.25,60,150000.0,10.46,0.0,3.0,10.0,0.0,90.6,0.0,F1,debt_consolidation,MORTGAGE,5 years,Source Verified,0
20500,20.89,60,54000.0,18.02,1.0,2.0,5.0,0.0,0.0,0.0,F1,debt_consolidation,MORTGAGE,9 years,Verified,0
16000,21.99,60,67234.0,24.71,0.0,5.0,13.0,0.0,34.6,1.0,F1,debt_consolidation,OWN,Unknown,Verified,1
5400,23.5,36,68000.0,13.57,1.0,1.0,5.0,0.0,81.6,0.0,F1,credit_card,RENT,4 years,Not Verified,0
26400,28.72,60,165000.0,14.4,0.0,2.0,9.0,0.0,8.4,0.0,F1,debt_consolidation,RENT,< 1 year,Verified,0
18275,22.99,36,53831.0,13.76,0.0,1.0,10.0,0.0,29.5,0.0,F1,debt_consolidation,RENT,2 years,Verified,0
5000,25.69,36,45000.0,18.19,0.0,0.0,21.0,0.0,55.7,1.0,F1,other,RENT,10+ years,Verified,0
