loan_id,loan_amount,interest_rate,term_months,grade,purpose,annual_income,dti_ratio,home_ownership,employment_length,default
5664,12300.0,9.99,36,B,debt_consolidation,50000.0,18.41,MORTGAGE,8 years,1
5056,18000.0,10.99,60,B,debt_consolidation,45000.0,25.86,OWN,< 1 year,0
3856,14750.0,17.86,60,D,debt_consolidation,41000.0,22.07,RENT,< 1 year,0
7157,20000.0,10.99,60,B,credit_card,52000.0,21.35,MORTGAGE,< 1 year,1
9127,10000.0,5.93,36,A,credit_card,65000.0,13.34,MORTGAGE,Unknown,0
4557,15000.0,11.99,60,B,credit_card,65000.0,7.4,RENT,< 1 year,0
3588,16000.0,16.59,60,D,home_improvement,70000.0,16.42,MORTGAGE,4 years,0
3639,15000.0,19.99,36,D,debt_consolidation,35874.0,15.36,MORTGAGE,Unknown,0
628,9000.0,17.27,36,C,debt_consolidation,71000.0,5.24,RENT,6 years,0
8768,25000.0,6.89,36,A,debt_consolidation,235000.0,13.21,MORTGAGE,10+ years,0
2366,8000.0,14.35,36,C,other,48000.0,20.35,RENT,4 years,0
5643,19000.0,10.99,36,B,credit_card,44000.0,11.13,RENT,9 years,0
11085,1500.0,9.93,36,B,medical,43330.0,23.33,MORTGAGE,3 years,1
8007,6000.0,6.89,36,A,debt_consolidation,38642.37,23.32,RENT,10+ years,0
10467,20225.0,13.98,60,C,credit_card,45000.0,25.09,MORTGAGE,10+ years,0
10690,4225.0,5.32,36,A,medical,60000.0,19.54,MORTGAGE,10+ years,0
9219,14400.0,19.52,60,E,credit_card,40000.0,9.33,MORTGAGE,7 years,1
7934,40000.0,7.84,60,A,credit_card,250000.0,9.4,MORTGAGE,4 years,0
1226,1500.0,15.88,36,C,vacation,41400.0,22.14,MORTGAGE,Unknown,0
6093,35000.0,9.17,36,B,debt_consolidation,110000.0,24.58,MORTGAGE,4 years,0
737,16000.0,13.59,36,C,credit_card,45000.0,17.89,OWN,10+ years,0
8589,15000.0,7.89,36,A,debt_consolidation,72000.0,4.52,MORTGAGE,3 years,0
2830,18000.0,15.61,36,C,debt_consolidation,83200.0,28.57,MORTGAGE,10+ years,0
8134,3600.0,6.99,36,A,credit_card,45000.0,14.93,MORTGAGE,5 years,0
4368,22400.0,10.99,36,B,other,65000.0,30.83,RENT,1 year,0
9404,10000.0,22.2,60,E,credit_card,38000.0,17.05,RENT,2 years,0
10766,12000.0,18.06,60,D,other,38000.0,7.36,RENT,< 1 year,0
2979,18000.0,16.29,60,D,other,40000.0,20.01,RENT,4 years,1
455,9000.0,12.69,36,C,debt_consolidation,55000.0,19.97,MORTGAGE,10+ years,1
5573,8000.0,10.42,36,B,debt_consolidation,42000.0,19.34,MORTGAGE,< 1 year,0
8601,20000.0,7.49,36,A,debt_consolidation,75000.0,26.05,MORTGAGE,6 years,0
8019,6000.0,7.89,36,A,credit_card,80000.0,7.08,MORTGAGE,9 years,0
2332,23000.0,14.49,60,C,credit_card,90000.0,9.03,RENT,5 years,0
1108,24250.0,15.8,60,C,debt_consolidation,115000.0,15.68,RENT,2 years,0
9171,20000.0,27.27,60,E,debt_consolidation,47000.0,31.84,RENT,Unknown,1
3982,11950.0,18.25,36,D,debt_consolidation,144000.0,5.23,MORTGAGE,10+ years,1
4262,7000.0,15.61,36,D,medical,43225.0,20.88,RENT,4 years,0
3181,18075.0,17.57,60,D,debt_consolidation,71000.0,13.76,MORTGAGE,10+ years,0
36,24000.0,15.31,36,C,credit_card,56000.0,24.36,MORTGAGE,10+ years,0
10029,25500.0,18.2,60,E,home_improvement,118639.0,24.4,OWN,1 year,0
7709,25000.0,5.32,36,A,credit_card,158609.0,20.05,MORTGAGE,8 years,0
6520,28000.0,9.75,36,B,debt_consolidation,200000.0,10.4,RENT,2 years,0
9713,15000.0,20.99,60,E,debt_consolidation,51000.0,10.25,RENT,4 years,0
1801,6500.0,13.33,36,C,credit_card,33800.0,25.25,RENT,2 years,0
5780,16000.0,10.49,36,B,debt_consolidation,50000.0,25.3,MORTGAGE,3 years,0
9630,6000.0,22.45,36,E,other,80000.0,20.93,OWN,1 year,1
5087,11625.0,10.65,60,B,small_business,66000.0,11.49,MORTGAGE,5 years,1
3376,16300.0,15.61,60,D,debt_consolidation,65000.0,12.2,MORTGAGE,2 years,1
10443,8875.0,14.33,36,C,credit_card,26700.0,28.05,RENT,3 years,0
6031,13500.0,9.75,36,B,credit_card,47000.0,29.72,MORTGAGE,< 1 year,0
2682,7300.0,11.99,36,C,debt_consolidation,62000.0,23.0,OWN,4 years,0
1393,20000.0,11.99,36,C,debt_consolidation,64543.0,12.01,RENT,10+ years,0
9395,6000.0,18.25,36,E,medical,56000.0,25.95,OWN,10+ years,1
10118,10000.0,9.16,36,B,credit_card,140000.0,9.18,OWN,10+ years,0
9982,17125.0,27.31,60,G,debt_consolidation,45000.0,27.47,OWN,2 years,1
616,14000.0,14.99,36,C,debt_consolidation,112000.0,27.94,MORTGAGE,9 years,0
1803,30000.0,12.39,60,C,debt_consolidation,75000.0,26.67,RENT,8 years,0
9529,7400.0,19.29,60,E,other,56400.0,1.38,RENT,10+ years,0
9826,8000.0,29.69,36,F,other,77000.0,30.53,MORTGAGE,Unknown,0
3486,8350.0,15.61,36,D,car,31000.0,21.36,MORTGAGE,10+ years,0
2328,9600.0,12.29,36,C,debt_consolidation,150000.0,7.18,OWN,8 years,0
7884,8000.0,5.32,36,A,debt_consolidation,52000.0,20.08,RENT,1 year,0
10224,9350.0,6.92,36,A,credit_card,34500.0,30.7,RENT,3 years,0
8273,22000.0,5.32,36,A,credit_card,50000.0,18.17,MORTGAGE,2 years,0
693,6000.0,13.49,36,C,debt_consolidation,55000.0,21.1,RENT,< 1 year,0
2806,18000.0,16.29,36,C,debt_consolidation,65000.0,24.35,MORTGAGE,7 years,0
6131,26000.0,9.99,36,B,debt_consolidation,168000.0,12.16,RENT,1 year,0
9610,10000.0,22.39,36,E,credit_card,85000.0,17.07,OWN,4 years,0
7924,10700.0,7.49,36,A,debt_consolidation,68000.0,16.68,OWN,3 years,0
9524,10000.0,19.52,60,E,debt_consolidation,55000.0,7.03,MORTGAGE,10+ years,1
99,18000.0,13.59,36,C,debt_consolidation,87500.0,12.67,OWN,< 1 year,0
527,8000.0,12.62,36,C,credit_card,62000.0,9.14,MORTGAGE,4 years,0
4878,16000.0,10.99,60,B,debt_consolidation,60000.0,8.98,OWN,10+ years,0
4421,20125.0,10.65,60,B,debt_consolidation,42000.0,27.29,MORTGAGE,2 years,0
4536,18775.0,9.99,36,B,credit_card,70000.0,21.94,MORTGAGE,10+ years,0
2970,4750.0,17.57,36,D,other,54000.0,9.44,RENT,2 years,0
238,6950.0,15.05,36,C,debt_consolidation,38687.0,34.75,MORTGAGE,Unknown,1
9724,18000.0,25.49,60,E,debt_consolidation,50000.0,16.66,OWN,6 years,0
1431,20000.0,14.49,36,C,debt_consolidation,75000.0,14.39,RENT,8 years,0
8594,35000.0,7.89,36,A,debt_consolidation,150000.0,17.19,MORTGAGE,< 1 year,0
9508,19725.0,22.74,60,E,home_improvement,55000.0,26.27,MORTGAGE,7 years,0
2028,16000.0,12.74,60,C,debt_consolidation,120000.0,16.16,MORTGAGE,9 years,0
346,5000.0,12.59,36,C,debt_consolidation,85000.0,37.75,MORTGAGE,10+ years,0
10601,5000.0,6.97,36,A,other,109000.0,7.68,MORTGAGE,1 year,0
6189,15000.0,10.99,36,B,debt_consolidation,35000.0,14.64,RENT,2 years,0
8441,7000.0,5.32,36,A,credit_card,31000.0,26.6,OWN,Unknown,0
8730,18000.0,5.79,36,A,debt_consolidation,75000.0,12.02,MORTGAGE,10+ years,0
6996,10000.0,9.99,36,B,debt_consolidation,42000.0,15.11,MORTGAGE,10+ years,0
146,12000.0,14.65,60,C,debt_consolidation,97000.0,8.67,MORTGAGE,1 year,0
10816,32800.0,14.65,36,C,debt_consolidation,130000.0,23.76,RENT,7 years,0
4556,8000.0,11.99,36,B,credit_card,13000.0,29.09,RENT,Unknown,0
7985,6000.0,7.49,36,A,credit_card,50000.0,13.75,MORTGAGE,8 years,0
9175,34475.0,20.5,60,E,debt_consolidation,75000.0,17.63,MORTGAGE,< 1 year,0
7582,3000.0,8.39,36,A,home_improvement,36587.0,18.73,OWN,9 years,0
2234,14700.0,12.74,36,C,debt_consolidation,32000.0,19.84,OWN,2 years,0
3039,35000.0,16.29,36,D,major_purchase,142000.0,11.05,MORTGAGE,< 1 year,1
1492,6000.0,16.02,36,C,debt_consolidation,32000.0,39.12,RENT,2 years,0
1399,6000.0,16.2,36,C,major_purchase,26000.0,11.31,OWN,5 years,1
2229,9100.0,14.3,36,C,credit_card,74000.0,30.31,MORTGAGE,10+ years,0
3607,11350.0,16.99,36,D,debt_consolidation,45000.0,30.5,OWN,< 1 year,1
5094,10225.0,11.47,36,B,home_improvement,124000.0,12.76,MORTGAGE,3 years,1
9019,12000.0,8.08,36,A,credit_card,86000.0,12.26,MORTGAGE,10+ years,0
2875,30000.0,14.27,60,C,credit_card,62000.0,21.25,RENT,10+ years,0
9609,31200.0,20.5,36,E,debt_consolidation,72500.0,41.37,RENT,10+ years,0
3877,14400.0,18.99,60,D,home_improvement,83800.0,9.21,MORTGAGE,10+ years,1
4125,10200.0,18.24,60,D,credit_card,42000.0,26.46,RENT,< 1 year,1
6535,13000.0,10.91,36,B,credit_card,80000.0,15.71,RENT,4 years,0
7296,18000.0,7.62,36,A,debt_consolidation,80000.0,19.97,MORTGAGE,3 years,0
661,5000.0,11.99,36,C,home_improvement,56000.0,7.87,MORTGAGE,10+ years,0
5100,5875.0,10.99,36,B,debt_consolidation,36000.0,25.6,MORTGAGE,10+ years,1
10464,10000.0,9.16,36,B,credit_card,30000.0,13.32,RENT,7 years,0
10003,15000.0,13.67,36,B,credit_card,44000.0,21.01,OWN,2 years,1
2077,35000.0,13.99,36,C,debt_consolidation,115000.0,12.01,MORTGAGE,8 years,0
3456,10800.0,17.86,60,D,debt_consolidation,55000.0,21.67,RENT,8 years,1
3003,16000.0,16.55,60,D,major_purchase,57000.0,20.95,OWN,8 years,0
8669,8000.0,5.32,36,A,other,40000.0,16.09,OWN,< 1 year,0
286,10200.0,13.49,36,C,debt_consolidation,60000.0,19.78,MORTGAGE,2 years,0
5920,8450.0,11.39,36,B,debt_consolidation,38000.0,33.1,MORTGAGE,10+ years,0
8136,14400.0,6.49,36,A,credit_card,40000.0,6.33,RENT,2 years,0
6655,22000.0,10.64,36,B,debt_consolidation,90000.0,28.21,MORTGAGE,10+ years,0
10225,20000.0,11.49,36,B,debt_consolidation,80000.0,19.17,MORTGAGE,6 years,0
1462,6000.0,13.99,36,C,debt_consolidation,26000.0,18.93,RENT,1 year,1
107,6000.0,13.67,36,C,other,150000.0,5.5,MORTGAGE,10+ years,0
2344,10000.0,14.16,36,C,debt_consolidation,50000.0,9.58,OWN,10+ years,0
6049,23000.0,9.17,36,B,credit_card,89000.0,13.36,MORTGAGE,9 years,0
9561,20000.0,24.85,60,E,debt_consolidation,60000.0,35.83,RENT,2 years,1
8716,25000.0,5.32,36,A,debt_consolidation,109000.0,21.16,MORTGAGE,10+ years,0
2641,22000.0,13.33,60,C,debt_consolidation,83000.0,18.35,OWN,5 years,0
4311,40000.0,11.98,60,B,major_purchase,105462.0,19.29,RENT,3 years,1
1025,14000.0,16.02,36,C,home_improvement,100000.0,0.3,MORTGAGE,10+ years,0
2100,15000.0,12.62,36,C,credit_card,60000.0,5.45,OWN,4 years,0
167,16000.0,14.47,60,C,credit_card,100000.0,12.88,MORTGAGE,10+ years,0
2383,10000.0,13.33,36,C,debt_consolidation,36000.0,31.82,MORTGAGE,6 years,0
10242,15000.0,9.17,36,B,debt_consolidation,66000.0,24.45,MORTGAGE,10+ years,0
1527,7500.0,12.69,36,C,debt_consolidation,74000.0,25.84,OWN,10+ years,0
5470,12000.0,11.49,36,B,other,54312.0,25.21,RENT,3 years,1
11075,20000.0,12.29,36,C,debt_consolidation,115000.0,16.53,OWN,4 years,0
2708,6025.0,13.18,36,C,debt_consolidation,88000.0,24.45,RENT,3 years,0
7004,10000.0,9.75,36,B,moving,132000.0,10.74,RENT,6 years,0
2334,3000.0,13.49,36,C,credit_card,63000.0,16.46,RENT,10+ years,0
6354,10000.0,11.14,36,B,credit_card,59999.0,8.46,OWN,10+ years,1
4356,18400.0,8.67,36,B,debt_consolidation,90000.0,14.99,MORTGAGE,10+ years,0
613,28000.0,13.98,60,C,debt_consolidation,240000.0,6.61,MORTGAGE,10+ years,0
1480,10000.0,14.33,36,C,debt_consolidation,70000.0,14.67,MORTGAGE,3 years,0
10896,12000.0,9.17,36,B,debt_consolidation,39000.0,16.83,MORTGAGE,1 year,0
8614,25000.0,7.91,36,A,credit_card,58000.0,28.05,MORTGAGE,9 years,0
4231,18000.0,19.99,60,D,debt_consolidation,50000.0,24.51,MORTGAGE,10+ years,0
9546,24000.0,18.2,60,E,debt_consolidation,110000.0,19.61,OWN,2 years,1
8231,31000.0,8.9,36,A,credit_card,140000.0,14.02,MORTGAGE,10+ years,0
5841,10000.0,12.99,36,B,debt_consolidation,41000.0,24.94,RENT,1 year,0
7842,20800.0,7.07,36,A,debt_consolidation,69200.0,16.44,MORTGAGE,7 years,0
5057,6500.0,12.49,36,B,major_purchase,48000.0,10.38,MORTGAGE,2 years,0
3861,1500.0,16.55,36,D,debt_consolidation,20000.0,9.3,RENT,6 years,0
4006,27300.0,16.99,60,D,debt_consolidation,80000.0,15.24,MORTGAGE,10+ years,1
8366,8000.0,7.89,36,A,credit_card,40000.0,8.64,RENT,10+ years,0
8101,12000.0,5.32,36,A,debt_consolidation,59000.0,12.08,MORTGAGE,4 years,0
4408,5000.0,11.53,36,B,credit_card,60000.0,19.82,RENT,9 years,0
9716,10500.0,18.55,36,E,debt_consolidation,44782.0,26.29,OWN,10+ years,0
1290,20000.0,13.67,36,C,debt_consolidation,155000.0,27.54,RENT,3 years,0
654,10000.0,13.99,36,C,home_improvement,70000.0,9.3,MORTGAGE,3 years,1
5288,15000.0,10.99,36,B,credit_card,52000.0,20.08,MORTGAGE,10+ years,0
7010,12000.0,10.99,36,B,debt_consolidation,94000.0,11.37,MORTGAGE,10+ years,0
65,15000.0,15.59,36,C,credit_card,52000.0,32.36,MORTGAGE,8 years,0
8333,24000.0,7.49,36,A,debt_consolidation,170000.0,9.59,RENT,6 years,0
5603,25000.0,12.12,60,B,credit_card,90000.0,23.89,MORTGAGE,10+ years,0
136,1300.0,13.99,36,C,other,29868.0,11.93,MORTGAGE,Unknown,0
944,24000.0,16.02,36,C,debt_consolidation,81000.0,24.92,RENT,7 years,1
7475,24000.0,6.03,36,A,debt_consolidation,96000.0,16.45,MORTGAGE,6 years,0
2867,10000.0,15.05,60,C,debt_consolidation,30000.0,31.96,MORTGAGE,Unknown,1
3078,17600.0,16.99,60,D,debt_consolidation,57600.0,36.69,MORTGAGE,10+ years,1
9342,27275.0,19.19,60,E,debt_consolidation,62000.0,27.52,OWN,10+ years,0
5149,13000.0,8.18,36,B,other,43000.0,28.27,MORTGAGE,3 years,0
134,35000.0,14.46,36,C,debt_consolidation,157500.0,8.2,RENT,7 years,0
10240,20000.0,7.62,36,A,home_improvement,128000.0,4.95,MORTGAGE,10+ years,0
10536,4200.0,9.93,36,B,debt_consolidation,96000.0,8.38,RENT,8 years,0
8254,1000.0,6.03,36,A,debt_consolidation,39000.0,11.6,RENT,10+ years,0
10793,9300.0,10.49,36,B,credit_card,95000.0,14.35,RENT,10+ years,0
7659,10000.0,7.89,36,A,credit_card,73000.0,12.75,RENT,10+ years,0
3353,28000.0,16.99,60,D,debt_consolidation,70000.0,15.43,MORTGAGE,1 year,1
831,20000.0,16.24,60,C,major_purchase,64434.0,23.52,OWN,10+ years,1
3153,10000.0,15.61,36,D,car,85000.0,9.39,RENT,2 years,0
10897,15000.0,16.78,60,C,credit_card,75000.0,11.46,MORTGAGE,9 years,1
9542,6900.0,20.99,36,E,credit_card,62000.0,6.68,RENT,3 years,1
5528,8150.0,11.99,36,B,credit_card,40000.0,9.27,MORTGAGE,3 years,0
2679,3000.0,11.99,36,C,debt_consolidation,54080.0,10.14,MORTGAGE,< 1 year,0
6685,13000.0,11.14,36,B,debt_consolidation,42000.0,6.89,RENT,10+ years,0
5066,12000.0,11.67,36,B,debt_consolidation,52000.0,31.69,MORTGAGE,10+ years,1
9354,17475.0,22.47,60,E,debt_consolidation,100000.0,15.97,RENT,Unknown,1
4502,3850.0,12.99,36,B,debt_consolidation,19000.0,21.48,RENT,< 1 year,0
4298,12750.0,19.53,36,D,credit_card,29000.0,28.19,OWN,2 years,1
7321,7200.0,7.89,36,A,debt_consolidation,111000.0,22.58,MORTGAGE,2 years,0
8392,10000.0,7.07,36,A,credit_card,66720.0,27.43,MORTGAGE,2 years,0
7333,4900.0,7.49,36,A,other,38000.0,11.05,MORTGAGE,5 years,0
2299,7200.0,14.99,36,C,debt_consolidation,22000.0,9.49,RENT,1 year,0
4294,14000.0,18.06,36,D,debt_consolidation,30000.0,15.76,RENT,4 years,0
2925,4000.0,18.06,36,D,debt_consolidation,42000.0,21.93,RENT,4 years,0
6594,7000.0,8.18,36,B,credit_card,83000.0,27.98,RENT,1 year,0
7098,11500.0,12.12,36,B,debt_consolidation,50000.0,20.81,RENT,4 years,0
5950,24000.0,9.17,36,B,debt_consolidation,120000.0,10.59,MORTGAGE,10+ years,0
6250,3000.0,9.49,36,B,debt_consolidation,36000.0,6.6,MORTGAGE,2 years,0
1792,5000.0,14.47,36,C,vacation,47000.0,22.39,RENT,10+ years,0
4935,18000.0,9.49,36,B,credit_card,63200.0,20.36,RENT,5 years,0
2031,2400.0,14.49,36,C,moving,65000.0,10.14,RENT,3 years,1
10271,14000.0,16.29,60,D,debt_consolidation,97000.0,30.27,MORTGAGE,10+ years,1
6505,18000.0,10.99,36,B,credit_card,75000.0,6.12,RENT,3 years,0
9497,6000.0,23.99,36,E,debt_consolidation,34000.0,18.5,RENT,10+ years,0
2701,20000.0,13.98,60,C,debt_consolidation,66000.0,13.93,OWN,3 years,0
3714,5125.0,15.61,36,D,debt_consolidation,25825.0,12.08,MORTGAGE,10+ years,1
6167,29750.0,9.17,36,B,debt_consolidation,62000.0,25.28,MORTGAGE,9 years,0
2720,14000.0,13.66,36,C,debt_consolidation,110000.0,22.88,RENT,10+ years,0
7027,8400.0,11.47,36,B,debt_consolidation,52000.0,33.88,MORTGAGE,1 year,0
2645,33000.0,17.27,60,C,debt_consolidation,90000.0,15.8,RENT,1 year,1
5283,10000.0,8.24,36,B,debt_consolidation,155000.0,17.47,OWN,10+ years,0
9707,15000.0,22.35,36,E,debt_consolidation,53172.0,21.39,MORTGAGE,Unknown,0
422,7000.0,12.99,36,C,debt_consolidation,75000.0,19.39,RENT,10+ years,0
3829,15000.0,19.99,60,D,debt_consolidation,55000.0,15.47,MORTGAGE,2 years,0
923,15800.0,14.99,36,C,debt_consolidation,45000.0,20.77,MORTGAGE,1 year,0
10564,20000.0,22.45,60,E,home_improvement,75000.0,5.97,MORTGAGE,10+ years,1
7187,4800.0,10.64,36,B,other,104000.0,6.36,RENT,3 years,0
1309,20000.0,12.99,36,C,debt_consolidation,84000.0,3.44,OWN,1 year,0
1014,4700.0,15.31,36,C,debt_consolidation,35000.0,7.78,MORTGAGE,10+ years,0
4551,15000.0,11.47,36,B,credit_card,65000.0,20.33,RENT,10+ years,0
10419,7000.0,11.67,36,B,debt_consolidation,79000.0,26.05,OWN,10+ years,0
10173,17050.0,23.43,60,F,debt_consolidation,142000.0,11.1,MORTGAGE,9 years,0
7595,12000.0,5.32,36,A,debt_consolidation,98132.0,15.45,MORTGAGE,1 year,1
7836,16000.0,7.9,36,A,major_purchase,36753.0,0.46,RENT,1 year,0
9756,9000.0,19.99,36,E,home_improvement,47312.0,44.57,MORTGAGE,Unknown,0
978,9600.0,14.31,36,C,debt_consolidation,75000.0,21.68,RENT,5 years,1
1689,14000.0,13.33,36,C,debt_consolidation,57000.0,35.54,OWN,10+ years,0
553,11300.0,12.99,36,C,debt_consolidation,36510.0,18.28,RENT,< 1 year,1
4117,30000.0,21.49,36,D,debt_consolidation,78900.0,24.35,MORTGAGE,Unknown,0
506,15000.0,12.73,36,C,debt_consolidation,38004.0,16.42,RENT,5 years,0
9859,3100.0,23.63,36,F,medical,12000.0,7.32,RENT,Unknown,0
10893,40000.0,9.93,36,B,debt_consolidation,75000.0,13.33,MORTGAGE,< 1 year,0
1004,12200.0,12.79,36,C,home_improvement,72200.0,28.87,MORTGAGE,10+ years,0
6465,15000.0,9.75,36,B,credit_card,51000.0,15.13,MORTGAGE,8 years,0
5315,3000.0,10.49,36,B,vacation,35000.0,27.53,RENT,10+ years,0
6257,16000.0,13.11,36,B,debt_consolidation,70000.0,8.91,MORTGAGE,8 years,0
2315,12025.0,13.67,36,C,debt_consolidation,90000.0,6.75,MORTGAGE,10+ years,0
10649,35000.0,15.8,36,C,debt_consolidation,108000.0,26.32,MORTGAGE,2 years,0
10420,5000.0,11.53,36,B,other,114000.0,16.59,RENT,3 years,0
8677,1000.0,7.99,36,A,other,150000.0,16.31,MORTGAGE,10+ years,0
7629,27000.0,6.89,36,A,debt_consolidation,151000.0,15.44,MORTGAGE,5 years,0
6716,30000.0,9.16,36,B,other,75000.0,23.03,RENT,3 years,0
9501,5500.0,18.54,36,E,debt_consolidation,27000.0,30.93,RENT,Unknown,1
449,32125.0,13.99,36,C,debt_consolidation,105000.0,24.75,MORTGAGE,7 years,0
5764,9600.0,9.17,36,B,debt_consolidation,50000.0,14.19,MORTGAGE,2 years,0
3711,26075.0,18.99,60,D,credit_card,140000.0,29.03,MORTGAGE,2 years,0
9881,35000.0,27.49,60,F,debt_consolidation,110000.0,29.47,MORTGAGE,2 years,1
2853,19000.0,12.99,36,C,credit_card,163000.0,30.02,RENT,< 1 year,0
6533,35000.0,8.18,36,B,credit_card,200000.0,7.1,RENT,2 years,0
9533,12000.0,23.4,60,E,other,77674.0,12.37,RENT,10+ years,0
4579,10000.0,9.75,36,B,debt_consolidation,65000.0,16.06,RENT,< 1 year,0
3914,35000.0,17.27,36,D,debt_consolidation,300000.0,5.25,RENT,3 years,0
5154,12000.0,9.49,36,B,credit_card,90000.0,2.67,OWN,Unknown,0
8121,13000.0,7.89,36,A,credit_card,35000.0,26.54,MORTGAGE,2 years,0
1042,12750.0,15.31,36,C,debt_consolidation,32000.0,29.33,RENT,6 years,1
9937,10000.0,24.99,60,F,small_business,95000.0,13.4,OWN,9 years,0
2371,13300.0,15.61,36,C,debt_consolidation,85000.0,21.64,MORTGAGE,2 years,0
7827,20000.0,6.89,36,A,debt_consolidation,88000.0,12.46,MORTGAGE,10+ years,0
9749,28200.0,22.4,60,E,debt_consolidation,63000.0,24.69,RENT,10+ years,1
9393,15000.0,18.99,60,E,home_improvement,78490.0,23.38,MORTGAGE,9 years,0
2190,11000.0,13.99,60,C,debt_consolidation,27500.0,26.73,RENT,1 year,0
3967,3000.0,21.49,36,D,debt_consolidation,24000.0,18.35,OWN,4 years,0
5374,2800.0,11.47,36,B,other,41000.0,17.51,RENT,10+ years,0
10134,12950.0,18.54,60,E,credit_card,65000.0,27.44,MORTGAGE,< 1 year,0
10970,9000.0,7.26,36,A,credit_card,65000.0,14.33,RENT,Unknown,0
4517,5000.0,8.39,36,B,debt_consolidation,62184.0,21.69,MORTGAGE,3 years,0
3638,18250.0,17.76,36,D,debt_consolidation,42000.0,16.89,MORTGAGE,7 years,0
1612,8000.0,15.31,36,C,debt_consolidation,30100.0,23.84,RENT,< 1 year,1
7867,16000.0,8.9,36,A,credit_card,100000.0,13.86,MORTGAGE,10+ years,0
2804,10000.0,14.49,36,C,debt_consolidation,45000.0,22.27,RENT,9 years,0
8436,20000.0,7.07,36,A,debt_consolidation,125000.0,16.07,RENT,10+ years,0
1175,6500.0,13.99,36,C,debt_consolidation,60000.0,20.1,RENT,10+ years,0
2906,34000.0,15.61,36,D,debt_consolidation,95000.0,23.37,RENT,1 year,0
1268,19025.0,14.08,60,C,credit_card,78178.0,31.64,RENT,3 years,0
1854,15000.0,16.02,60,C,other,85000.0,14.12,MORTGAGE,10+ years,0
8770,1000.0,8.59,36,A,vacation,41000.0,7.76,MORTGAGE,10+ years,0
10210,15000.0,10.99,36,B,credit_card,50000.0,13.92,MORTGAGE,8 years,1
2241,29975.0,13.18,36,C,debt_consolidation,78000.0,27.4,MORTGAGE,10+ years,1
5144,7000.0,9.17,36,B,credit_card,32000.0,18.12,OWN,Unknown,0
8840,28000.0,7.89,36,A,debt_consolidation,126000.0,23.28,MORTGAGE,10+ years,0
5783,17000.0,10.99,36,B,debt_consolidation,39000.0,16.54,MORTGAGE,Unknown,0
649,4000.0,12.99,36,C,car,200000.0,14.39,OWN,10+ years,0
475,6400.0,14.33,36,C,debt_consolidation,189000.0,17.7,MORTGAGE,10+ years,0
2093,8000.0,12.69,36,C,debt_consolidation,90000.0,3.8,RENT,10+ years,0
10227,14000.0,15.99,36,C,debt_consolidation,425000.0,4.13,MORTGAGE,7 years,0
5913,5500.0,11.53,36,B,debt_consolidation,57500.0,30.68,RENT,2 years,0
6219,4000.0,9.16,36,B,debt_consolidation,60000.0,8.38,MORTGAGE,8 years,0
3904,20000.0,16.99,60,D,credit_card,94000.0,4.72,MORTGAGE,3 years,0
9037,13200.0,6.49,36,A,debt_consolidation,85000.0,17.49,MORTGAGE,7 years,0
3021,3600.0,19.03,36,D,debt_consolidation,24000.0,5.95,RENT,1 year,0
277,8000.0,17.27,36,C,credit_card,34000.0,11.51,RENT,4 years,0
5894,8650.0,11.47,36,B,debt_consolidation,53000.0,5.77,OWN,8 years,0
4479,10000.0,9.17,36,B,credit_card,35000.0,4.56,RENT,9 years,0
2273,10400.0,14.16,60,C,debt_consolidation,35500.0,19.88,MORTGAGE,1 year,0
1904,8000.0,12.62,36,C,other,75996.0,7.93,MORTGAGE,6 years,1
5668,3200.0,8.18,36,B,car,30000.0,7.84,RENT,Unknown,0
5001,12000.0,11.49,36,B,credit_card,55000.0,24.15,MORTGAGE,8 years,0
4297,23225.0,15.61,60,D,debt_consolidation,60123.0,26.24,MORTGAGE,10+ years,0
4379,10000.0,13.11,36,B,credit_card,90000.0,4.88,MORTGAGE,6 years,0
9776,35000.0,27.49,60,F,debt_consolidation,92500.0,28.23,MORTGAGE,10+ years,1
1324,18700.0,15.88,60,C,debt_consolidation,98000.0,24.18,MORTGAGE,5 years,0
6709,35000.0,11.67,60,B,credit_card,135000.0,6.65,MORTGAGE,4 years,0
9448,10000.0,21.15,60,E,debt_consolidation,92000.0,8.61,MORTGAGE,3 years,0
3825,32000.0,21.49,60,D,debt_consolidation,149044.0,15.14,MORTGAGE,10+ years,0
6846,12175.0,10.64,36,B,debt_consolidation,35500.0,23.0,RENT,< 1 year,1
11107,16000.0,5.32,36,A,credit_card,93000.0,13.28,OWN,10+ years,0
2176,12000.0,14.99,60,C,home_improvement,55000.0,29.28,MORTGAGE,10+ years,1
8448,10000.0,5.32,36,A,debt_consolidation,95000.0,10.33,MORTGAGE,5 years,0
9030,18000.0,5.32,36,A,credit_card,100000.0,27.91,MORTGAGE,10+ years,0
3440,11000.0,17.47,60,D,debt_consolidation,45000.0,29.97,RENT,Unknown,1
7737,11000.0,7.91,36,A,debt_consolidation,100000.0,6.8,RENT,1 year,0
3780,16875.0,16.99,60,D,credit_card,72000.0,33.9,MORTGAGE,5 years,0
5662,11200.0,11.49,36,B,debt_consolidation,80000.0,5.21,RENT,8 years,0
8943,5000.0,8.39,36,A,debt_consolidation,75000.0,11.57,OWN,2 years,0
3572,12000.0,16.55,60,D,debt_consolidation,54247.56,36.28,MORTGAGE,Unknown,0
7109,7000.0,10.42,36,B,credit_card,36000.0,33.43,MORTGAGE,8 years,0
